Entrez	Symbol	Name	Length
116328	C8orf34	chromosome 8 open reading frame 34	2889
80317	ZKSCAN3	zinc finger with KRAB and SCAN domains 3	2300
286554	BCORP1	BCL6 corepressor pseudogene 1	3470
121006	FAM186A	family with sequence similarity 186, member A	7378.5
283777	FAM169B	family with sequence similarity 169, member B	3305
5166	PDK4	pyruvate dehydrogenase kinase, isozyme 4	3360
162998	OR7D2	olfactory receptor, family 7, subfamily D, member 2	3225
55016	MARCH1	membrane-associated ring finger (C3HC4) 1, E3 ubiquitin protein ligase	2250
6399	TRAPPC2	trafficking protein particle complex 2	2530.5
387751	GVINP1	GTPase, very large interferon inducible pseudogene 1	7204.5
400360	C15orf54	chromosome 15 open reading frame 54	3082
84433	CARD11	caspase recruitment domain family, member 11	4397
22987	SV2C	synaptic vesicle glycoprotein 2C	2375
285830	HLA-F-AS1	HLA-F antisense RNA 1	1911
115560	ZNF501	zinc finger protein 501	2982
65250	C5orf42	chromosome 5 open reading frame 42	4926.5
6150	MRPL23	mitochondrial ribosomal protein L23	745
6547	SLC8A3	solute carrier family 8 (sodium/calcium exchanger), member 3	5203.5
91807	MYLK3	myosin light chain kinase 3	7189
440072	LINC00167	long intergenic non-protein coding RNA 167	2864
90853	SPOCD1	SPOC domain containing 1	2540.5
10160	FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	4943
85451	UNK	unkempt homolog (Drosophila)	1368
8202	NCOA3	nuclear receptor coactivator 3	7939
9175	MAP3K13	mitogen-activated protein kinase kinase kinase 13	3126.5
134829	CLVS2	clavesin 2	2016
57701	NCKAP5L	NCK-associated protein 5-like	4632
55748	CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)	2351
196385	DNAH10	dynein, axonemal, heavy chain 10	2761
401237	LINC00340	long intergenic non-protein coding RNA 340	1233
127428	TCEANC2	transcription elongation factor A (SII) N-terminal and central domain containing 2	3315.5
64641	EBF2	early B-cell factor 2	2209
63895	PIEZO2	piezo-type mechanosensitive ion channel component 2	2310
284486	THEM5	thioesterase superfamily member 5	1105
51479	ANKFY1	ankyrin repeat and FYVE domain containing 1	7862
1130	LYST	lysosomal trafficking regulator	6125
10924	SMPDL3A	sphingomyelin phosphodiesterase, acid-like 3A	2092.5
55112	WDR60	WD repeat domain 60	3796
2205	FCER1A	"Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide"	1168
84270	C9orf89	chromosome 9 open reading frame 89	922
1586	CYP17A1	cytochrome P450, family 17, subfamily A, polypeptide 1	1876
116449	CLNK	cytokine-dependent hematopoietic cell linker	1418
283659	PRTG	protogenin	6962.5
100128292	DLG5-AS1	DLG5 antisense RNA 1	3014
340074	LOC340074	uncharacterized LOC340074	2043
347736	NME9	NME/NM23 family member 9	1822.5
125115	KRT40	keratin 40	2029
401474	SAMD12	sterile alpha motif domain containing 12	8789
55704	CCDC88A	coiled-coil domain containing 88A	4543
284312	ZSCAN1	zinc finger and SCAN domain containing 1	922
338651	LOC338651	uncharacterized LOC338651	2411.5
6095	RORA	RAR-related orphan receptor A	10910
646600	C3orf65	chromosome 3 open reading frame 65	1752
121643	FOXN4	forkhead box N4	3042
157381	LOC157381	uncharacterized LOC157381	3116
284632	LOC284632	uncharacterized LOC284632	1849
642987	TMEM232	transmembrane protein 232	2256.5
100188953	LINC00092	long intergenic non-protein coding RNA 92	1721
23190	UBXN4	UBX domain protein 4	4023
81849	ST6GALNAC5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	1786.5
54981	NMRK1	nicotinamide riboside kinase 1	1329
199699	DAND5	DAN domain family member 5, BMP antagonist	1903
83594	NUDT12	nudix (nucleoside diphosphate linked moiety X)-type motif 12	3440
401565	FAM166A	family with sequence similarity 166, member A	1131
7772	ZNF229	zinc finger protein 229	4970
83988	NCALD	neurocalcin delta	3690.5
84073	MYCBPAP	MYCBP associated protein	3208
152519	NIPAL1	NIPA-like domain containing 1	2194
64800	EFCAB6	EF-hand calcium binding domain 6	1721
339568	LOC339568	uncharacterized LOC339568	1518
196074	METTL15	methyltransferase like 15	4308
1656	DDX6	DEAD (Asp-Glu-Ala-Asp) box helicase 6	6168
100272228	LOC100272228	uncharacterized LOC100272228	2853
347918	EP400NL	EP400 N-terminal like	1768
9798	IST1	increased sodium tolerance 1 homolog (yeast)	2217
344454	AOX2P	aldehyde oxidase 2 pseudogene	988
541471	LOC541471	uncharacterized LOC541471	795
112937	GLB1L3	galactosidase, beta 1-like 3	1638
84269	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5	2043
286042	FAM86B3P	family with sequence similarity 86, member A pseudogene	1442
340069	FAM170A	family with sequence similarity 170, member A	1248
285590	SH3PXD2B	SH3 and PX domains 2B	4670
148231	FLJ25328	uncharacterized LOC148231	1599
404636	FAM45A	family with sequence similarity 45, member A	2102.5
340357	LOC340357	uncharacterized LOC340357	868
100128788	SRRM2-AS1	SRRM2 antisense RNA 1	1377
729234	FAHD2CP	fumarylacetoacetate hydrolase domain containing 2C, pseudogene	854
286075	ZNF707	zinc finger protein 707	2254.5
404201	WDFY3-AS2	WDFY3 antisense RNA 2	1659
23268	DNMBP	dynamin binding protein	4821
3043	HBB	hemoglobin, beta	629
23036	ZNF292	zinc finger protein 292	1739
3687	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)	2602
3696	ITGB8	integrin, beta 8	8787
6209	RPS15	ribosomal protein S15	574.5
6910	TBX5	T-box 5	3655
347475	CCDC160	coiled-coil domain containing 160	1299
2819	GPD1	glycerol-3-phosphate dehydrogenase 1 (soluble)	2813
285375	LINC00620	long intergenic non-protein coding RNA 620	1000
5007	OSBP	oxysterol binding protein	3070
285045	LINC00486	long intergenic non-protein coding RNA 486	1254
284837	LOC284837	uncharacterized LOC284837	1891
80125	CCDC33	coiled-coil domain containing 33	2143
201625	DNAH12	dynein, axonemal, heavy chain 12	2308
91156	IGFN1	immunoglobulin-like and fibronectin type III domain containing 1	4173
56938	ARNTL2	aryl hydrocarbon receptor nuclear translocator-like 2	1881.5
23352	UBR4	ubiquitin protein ligase E3 component n-recognin 4	3156
146664	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	3142.5
2160	F11	coagulation factor XI	2368.5
51643	TMBIM4	transmembrane BAX inhibitor motif containing 4	1804.5
124565	SLC38A10	solute carrier family 38, member 10	4308
2065	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	3345.5
54885	TBC1D8B	TBC1 domain family, member 8B (with GRAM domain)	4121
79917	MAGIX	MAGI family member, X-linked	2131
8028	MLLT10	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10"	1399.5
345611	IRGM	immunity-related GTPase family, M	1081.5
89887	ZNF628	zinc finger protein 628	3850
54476	RNF216	ring finger protein 216	5184.5
100128977	MAPT-AS1	MAPT antisense RNA 1	840.5
100287569	LINC00173	long intergenic non-protein coding RNA 173	1018
496	ATP4B	ATPase, H+/K+ exchanging, beta polypeptide	1263.5
808	CALM3	calmodulin 3 (phosphorylase kinase, delta)	2145
55553	SOX6	SRY (sex determining region Y)-box 6	8183
55742	PARVA	parvin, alpha	3119
4638	MYLK	myosin light chain kinase	4100
57724	EPG5	ectopic P-granules autophagy protein 5 homolog (C. elegans)	4393.5
85379	KIAA1671	KIAA1671	8325.5
114795	TMEM132B	transmembrane protein 132B	6936.5
7955	STL	six-twelve leukemia	5347
283130	SLC25A45	solute carrier family 25, member 45	2365
51201	ZDHHC2	zinc finger, DHHC-type containing 2	4024
9722	NOS1AP	nitric oxide synthase 1 (neuronal) adaptor protein	4474
94121	SYTL4	synaptotagmin-like 4	3778
79817	MOB3B	MOB kinase activator 3B	6528
1662	DDX10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	4982
319085	ITPK1-AS1	ITPK1 antisense RNA 1	4681
91149	RAPGEF4-AS1	RAPGEF4 antisense RNA 1	4623
339896	GADL1	glutamate decarboxylase-like 1	2506
57719	ANO8	anoctamin 8	4449
342184	FMN1	formin 1	2898.5
79026	AHNAK	AHNAK nucleoprotein	9957.5
55036	CCDC40	coiled-coil domain containing 40	3359.5
3633	INPP5B	inositol polyphosphate-5-phosphatase, 75kDa	3882
285456	RPL34-AS1	RPL34 antisense RNA 1 (head to head)	3461.5
1002	CDH4	cadherin 4, type 1, R-cadherin (retinal)	3076
9901	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	5686
286359	LOC286359	uncharacterized LOC286359	1315.5
57582	KCNT1	potassium channel, subfamily T, member 1	4762
8945	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	6040
780776	TVP23A	trans-golgi network vesicle protein 23 homolog A (S. cerevisiae)	1471
124460	SNX20	sorting nexin 20	2201
7139	TNNT2	troponin T type 2 (cardiac)	894
23129	PLXND1	plexin D1	2922
55008	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	3715
222696	ZSCAN23	zinc finger and SCAN domain containing 23	2685
79368	FCRL2	Fc receptor-like 2	2070
50937	CDON	cell adhesion associated, oncogene regulated	6446
9989	PPP4R1	protein phosphatase 4, regulatory subunit 1	3524
3295	HSD17B4	hydroxysteroid (17-beta) dehydrogenase 4	2668.5
94097	SFXN5	sideroflexin 5	3614
439927	C1orf180	chromosome 1 open reading frame 180	2866.5
27185	DISC1	disrupted in schizophrenia 1	2508.5
283050	ZMIZ1-AS1	ZMIZ1 antisense RNA 1	2244
728116	ZBTB8B	zinc finger and BTB domain containing 8B	4020
285782	CAGE1	cancer antigen 1	2100
81693	AMN	amnion associated transmembrane protein	1924
55764	IFT122	intraflagellar transport 122 homolog (Chlamydomonas)	3693
284551	LOC284551	uncharacterized LOC284551	2744
130813	C2orf50	chromosome 2 open reading frame 50	1873.5
128954	GAB4	GRB2-associated binding protein family, member 4	2425.5
51256	TBC1D7	TBC1 domain family, member 7	1288
54872	PIGG	phosphatidylinositol glycan anchor biosynthesis, class G	3034
387694	SH2D4B	SH2 domain containing 4B	3316
256764	WDR72	WD repeat domain 72	4336
400798	C1orf220	chromosome 1 open reading frame 220	2580
285905	INTS4L1	integrator complex subunit 4-like 1	2565
1381	CRABP1	cellular retinoic acid binding protein 1	776
197021	LCTL	lactase-like	1846
222584	FAM83B	family with sequence similarity 83, member B	3169
55084	SOBP	sine oculis binding protein homolog (Drosophila)	4586.5
84253	GARNL3	GTPase activating Rap/RanGAP domain-like 3	2783
401463	LOC401463	uncharacterized LOC401463	2596
200150	PLD5	phospholipase D family, member 5	2529
284100	LOC284100	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide pseudogene	2393
401172	FLJ33360	FLJ33360 protein	2421
23107	MRPS27	mitochondrial ribosomal protein S27	2437
55819	RNF130	ring finger protein 130	1808.5
100190939	TPT1-AS1	TPT1 antisense RNA 1	1533
95681	CEP41	centrosomal protein 41kDa	3293.5
256006	ANKRD31	ankyrin repeat domain 31	2380
85301	COL27A1	collagen, type XXVII, alpha 1	4175
831	CAST	calpastatin	3463.5
100132354	LOC100132354	uncharacterized LOC100132354	2283
378832	COL18A1-AS1	COL18A1 antisense RNA 1	2886
219578	ZNF804B	zinc finger protein 804B	4590
285966	FAM115C	family with sequence similarity 115, member C	2966
25862	USP49	ubiquitin specific peptidase 49	3183
285613	RELL2	RELT-like 2	2014
283999	TMEM235	transmembrane protein 235	2328
148930	KNCN	kinocilin	2356
285852	TREML4	triggering receptor expressed on myeloid cells-like 4	2062.5
253943	YTHDF3	YTH domain family, member 3	5050
144742	LOC144742	uncharacterized LOC144742	2295
84176	MYH16	myosin, heavy chain 16 pseudogene	2281
790	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	7056
4750	NEK1	NIMA-related kinase 1	5465.5
285231	FBXW12	F-box and WD repeat domain containing 12	1476.5
144571	A2M-AS1	A2M antisense RNA 1	2190
401124	DTHD1	death domain containing 1	2031
219995	MS4A15	membrane-spanning 4-domains, subfamily A, member 15	1904
129080	EMID1	EMI domain containing 1	2071
286223	C9orf47	chromosome 9 open reading frame 47	4868.5
100133920	LOC100133920	uncharacterized LOC100133920	2033
164045	HFM1	HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)	2888.5
144776	LINC00410	long intergenic non-protein coding RNA 410	2024
143098	MPP7	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)	5083
11128	POLR3A	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa	5628
162993	ZNF846	zinc finger protein 846	1949
768239	PSAPL1	prosaposin-like 1 (gene/pseudogene)	4680
374868	ATP9B	ATPase, class II, type 9B	1869
22941	SHANK2	SH3 and multiple ankyrin repeat domains 2	7332.5
255220	TXNDC8	thioredoxin domain containing 8 (spermatozoa)	466.5
23033	DOPEY1	dopey family member 1	8174.5
154197	PNLDC1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	1889.5
140807	KRT72	keratin 72	1897.5
283303	MRGPRG-AS1	MRGPRG antisense RNA 1	1837
100130264	LOC100130264	uncharacterized LOC100130264	1797
157570	ESCO2	establishment of cohesion 1 homolog 2 (S. cerevisiae)	2512
728723	ZBED3-AS1	ZBED3 antisense RNA 1	1510
539	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	783
100131551	LOC100131551	uncharacterized LOC100131551	2369
5034	P4HB	prolyl 4-hydroxylase, beta polypeptide	2467
51802	ASIC5	acid-sensing (proton-gated) ion channel family member 5	1702
23105	FSTL4	follistatin-like 4	4894
54861	SNRK	SNF related kinase	5157
10419	PRMT5	protein arginine methyltransferase 5	2367
2934	GSN	gelsolin	2736
117531	TMC1	transmembrane channel-like 1	2783.5
256646	C15orf55	chromosome 15 open reading frame 55	4015
1906	EDN1	endothelin 1	2102.5
23269	MGA	MGA, MAX dimerization protein	3729
862	RUNX1T1	"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)"	3208.5
221710	SMIM13	small integral membrane protein 13	3069.5
375607	NAT16	N-acetyltransferase 16 (GCN5-related, putative)	2140
100190938	RAMP2-AS1	RAMP2 antisense RNA 1	2567
142685	ASB15	ankyrin repeat and SOCS box containing 15	2716
10607	TBL3	transducin (beta)-like 3	2416
10385	BTN2A2	butyrophilin, subfamily 2, member A2	3078.5
400752	LOC400752	uncharacterized LOC400752	1710
27165	GLS2	glutaminase 2 (liver, mitochondrial)	2640
286238	LOC286238	uncharacterized LOC286238	942
133308	SLC9B2	solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2	2347
130940	CCDC148	coiled-coil domain containing 148	1577
26062	HYALP1	hyaluronoglucosaminidase pseudogene 1	985
196913	C14orf183	chromosome 14 open reading frame 183	979
93654	ST7-AS2	ST7 antisense RNA 2	1103
2012	EMP1	epithelial membrane protein 1	2589
337880	KRTAP11-1	keratin associated protein 11-1	910
283579	C14orf178	chromosome 14 open reading frame 178	763
55561	CDC42BPG	CDC42 binding protein kinase gamma (DMPK-like)	4974
57482	KIAA1211	KIAA1211	3066
727924	LOC727924	uncharacterized LOC727924	980.5
7143	TNR	tenascin R	4737
724102	SNHG4	small nucleolar RNA host gene 4 (non-protein coding)	517.5
140258	KRTAP13-1	keratin associated protein 13-1	746
57057	TBX20	T-box 20	1362
337878	KRTAP7-1	keratin associated protein 7-1 (gene/pseudogene)	693
168374	ZNF92	zinc finger protein 92	3004.5
83852	SETDB2	SET domain, bifurcated 2	2833
337879	KRTAP8-1	keratin associated protein 8-1	556
3276	PRMT1	protein arginine methyltransferase 1	1343.5
3899	AFF3	AF4/FMR2 family, member 3	3118
10746	MAP3K2	mitogen-activated protein kinase kinase kinase 2	2952.5
64593	RBMY3AP	RNA binding motif protein, Y-linked, family 3, member A pseudogene	377.5
4257	MGST1	microsomal glutathione S-transferase 1	928
213	ALB	albumin	1950.5
7148	TNXB	tenascin XB	3046
8178	ELL	elongation factor RNA polymerase II	4037
7030	TFE3	transcription factor binding to IGHM enhancer 3	3338
5914	RARA	retinoic acid receptor, alpha	3324.5
2915	GRM5	glutamate receptor, metabotropic 5	7863
3251	HPRT1	hypoxanthine phosphoribosyltransferase 1	1425.5
1956	EGFR	epidermal growth factor receptor	1917
50862	RNF141	ring finger protein 141	4070
127841	LINC00628	long intergenic non-protein coding RNA 628	1291
9797	TATDN2	TatD DNase domain containing 2	3073
79149	ZSCAN5A	zinc finger and SCAN domain containing 5A	1861
93349	SP140L	SP140 nuclear body protein-like	1895
5822	PWP2	PWP2 periodic tryptophan protein homolog (yeast)	3280
119016	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	2507
89927	C16orf45	chromosome 16 open reading frame 45	2145.5
727957	MROH1	maestro heat-like repeat family member 1	3790
54918	CMTM6	CKLF-like MARVEL transmembrane domain containing 6	3370
2528	FUT6	fucosyltransferase 6 (alpha (1,3) fucosyltransferase)	2741.5
4588	MUC6	mucin 6, oligomeric mucus/gel-forming	8036
10376	TUBA1B	tubulin, alpha 1b	1754
2212	FCGR2A	Fc fragment of IgG, low affinity IIa, receptor (CD32)	2432
22982	DIP2C	DIP2 disco-interacting protein 2 homolog C (Drosophila)	2066
400940	LOC400940	uncharacterized LOC400940	3081.5
143279	HECTD2	HECT domain containing E3 ubiquitin protein ligase 2	4560.5
4089	SMAD4	SMAD family member 4	8781
2521	FUS	fused in sarcoma	1981
221	ALDH3B1	aldehyde dehydrogenase 3 family, member B1	2820
6344	SCTR	secretin receptor	1693
254042	METAP1D	methionyl aminopeptidase type 1D (mitochondrial)	1586
6137	RPL13	ribosomal protein L13	1021
84935	MEDAG	mesenteric estrogen-dependent adipogenesis	2394
10795	ZNF268	zinc finger protein 268	3011
5058	PAK1	p21 protein (Cdc42/Rac)-activated kinase 1	2949
10351	ABCA8	ATP-binding cassette, sub-family A (ABC1), member 8	3747
53905	DUOX1	dual oxidase 1	5455.5
117177	RAB3IP	RAB3A interacting protein	9356
55521	TRIM36	tripartite motif containing 36	4203
989	SEPT7	septin 7	2423
85459	KIAA1731	KIAA1731	2639
27154	BRPF3	bromodomain and PHD finger containing, 3	5022
100170229	SRRM5	serine/arginine repetitive matrix 5	2565
26777	SNORA71A	small nucleolar RNA, H/ACA box 71A	139
9414	TJP2	tight junction protein 2	4101
54822	TRPM7	transient receptor potential cation channel, subfamily M, member 7	3729
55191	NADSYN1	NAD synthetase 1	2442
10050	SLC17A4	solute carrier family 17 (sodium phosphate), member 4	2916
55345	C4orf21	chromosome 4 open reading frame 21	3365.5
55885	LMO3	LIM domain only 3 (rhombotin-like 2)	3552
1122	CHML	choroideremia-like (Rab escort protein 2)	7065
220107	DLEU7	deleted in lymphocytic leukemia, 7	1177.5
923	CD6	CD6 molecule	3069
23093	TTLL5	tubulin tyrosine ligase-like family, member 5	2378
9927	MFN2	mitofusin 2	4622
55892	MYNN	myoneurin	3016
9780	PIEZO1	piezo-type mechanosensitive ion channel component 1	3878
2172	FABP6	fatty acid binding protein 6, ileal	669
3987	LIMS1	LIM and senescent cell antigen-like domains 1	1602.5
